"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"3452" 1121 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 23" 2015-11-01 "EDF" "PREFECTURE DE LA CREUSE" "PLACE BONNYAUD" "23000" "GUERET" NA "50027461448718" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "72" "72" "72" "72" NA NA NA "62" "32" "60" "26" NA NA NA "58998" "19049" "66990" "22246" NA NA "167283" "NON"
"3453" 1122 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGNPC" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE DE LA ROSELIERE" "62330" "ISBERGUES" NA "50008827736321" "Jaune_Base_Longue Utilisation" "BT UL" "42" "42" "42" "42" "42" NA NA "9" "9" "8" "10" "9" NA NA "187" "2332" "1659" "6108" "6036" NA NA "16322" "NON"
"3454" 1123 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGMP" 2015-11-01 "EDF" "GENDARMERIE NATIONALE / GGD 65 CASERNE CHARRAZ" "27 RUE MASSEY" "65000" "TARBES" NA "50051918691106" "Jaune_Base_Longue Utilisation" "BT UL" "60" "60" "60" "60" "60" NA NA "42" "43" "23" "39" "19" NA NA "7456" "41544" "17153" "56858" "20709" NA NA "143720" "NON"
"3455" 1124 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/06" 2015-11-01 "EDF" "CENTRE MEDICAL D'ANTIBES" "2 RUE DU GENERAL VANDENBERG" "06600" "ANTIBES" NA "50070008464204" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "66" "66" "66" "66" NA NA NA "15" "10" "15" "11" NA NA NA "2665" "1170" "7431" "1862" NA NA "13128" "NON"
"3456" 1125 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "PREFECTURE DE POLICE DE PARIS" "144 BOULEVARD DE L HOPITAL" "75013" "PARIS 13" NA "50053365864426" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "168" "168" "168" "168" NA NA NA "54" "39" "52" "28" NA NA NA "27915" "9327" "76145" "24141" NA NA "137528" "NON"
"3457" 1126 "Ministère de l'Intérieur" "84.24Z" 110014016 "SC" 2015-11-01 "EDF" "CENTRE DEMINAGE SC DE BREST" "RUE ALFRED KASTLER" "29490" "GUIPAVAS" NA "30001460745291" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "9319" "3069" "13414" "5240" NA NA "31042" "NON"
"3458" 1127 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPIC" 2015-11-01 "EDF" "ETAT GENDARMERIE" "20 RUE DE LA LIBERATION" "60340" "ST LEU D ESSERENT" NA "50051808922590" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA "14" "12" "12" "13" NA NA NA "5838" "4713" "11146" "12535" NA NA "34232" "NON"
"3459" 1128 "Ministère de l'Intérieur" "84.11Z" 110014016 "OP/OFII" 2015-11-01 "EDF" "OFFICE FRANCAIS DE L IMMIGRATION" "19 RUE CRUVEILHIER" "87000" "LIMOGES" NA "30001550629639" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "3247" "705" "5142" "780" NA NA "9874" "NON"
"3460" 1129 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGNPC" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "25 RUE D ANOR" "59610" "FOURMIES" NA "50087409500684" "Jaune_Base_Longue Utilisation" "BT UL" "84" "84" "84" "84" "84" NA NA "17" "20" "17" "18" "16" NA NA "408" "5694" "3433" "14364" "10650" NA NA "34549" "NON"
"3461" 1130 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 33" 2015-11-01 "EDF" "SECRETARIAT GENERAL AFFAIRES REGIONALES" "4 ESPLANADE CHARLES DE GAULLE" "33000" "BORDEAUX" NA "30001610846507" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "78" "78" "78" "78" NA NA NA NA NA NA NA NA NA NA "73698" "31769" "27807" "8840" NA NA "142114" "NON"
"3462" 1131 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGALS" 2015-11-01 "EDF" "LEGION DE GENDARMERIE D ALSACE" "1 RUE DE LA PAIX" "67600" "SELESTAT" NA "30000630022485" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "15" "9" "15" "12" NA NA NA "12415" "5450" "12323" "6766" NA NA "36954" "NON"
"3463" 1132 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "INTERIEUR HOTEL DE POLICE BAYONNE" "4 AVENUE DE MARHUM" "64100" "BAYONNE" NA "30001640698255" "Jaune_Base_Longue Utilisation" "BT UL" "144" "144" "144" "144" "144" NA NA "141" "135" "66" "134" "63" NA NA "2065" "142071" "57786" "172441" "75300" NA NA "449663" "NON"
"3464" 1133 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGALS" 2015-11-01 "EDF" "LEGION DE GENDARMERIE D ALSACE" "6 ROUTE DE SAINTE MARIE AUX MINES" "67600" "SELESTAT" NA "30000630050716" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "31" "21" "27" "26" NA NA NA "22322" "14028" "17685" "18588" NA NA "72623" "NON"
"3465" 1134 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAQ" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE PIERRE BENOIT" "40000" "MONT DE MARSAN" NA "30001640271566" "Jaune_Base_Longue Utilisation" "BT UL" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "68649" "28573" "69244" "27647" NA NA "194113" "NON"
"3466" 1135 "Ministère de l'Intérieur" "84.11Z" 110014016 "AC/BGSAC" 2015-11-01 "EDF" "MINISTERE DE L INTERIEUR - NANTERRE" "106 RUE DES 3 FONTANOT" "92000" "NANTERRE" NA "30002142216978" "Jaune_Base_Longue Utilisation" "BT UL" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "32162" "10725" "41905" "15676" NA NA "100468" "NON"
"3467" 1136 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAQ" 2015-11-01 "EDF" "GENDARMERIE MOBILE" "RUE DU GENERAL MOINIER" "40000" "MONT DE MARSAN" NA "30001640338505" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "113" "113" "113" "113" "113" NA NA "115" "116" "62" "99" "55" NA NA "16752" "81674" "43784" "99916" "45847" NA NA "287973" "NON"
"3468" 1137 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 83" 2015-11-01 "EDF" "SOUS PREFECTURE DE BRIGNOLES" "RUE DE LA REPUBLIQUE" "83170" "BRIGNOLES" NA "30002530257927" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "78" "78" "78" "78" NA NA NA NA NA NA NA NA NA NA "17492" "8098" "12416" "6330" NA NA "44336" "NON"
"3469" 1138 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 40" 2015-11-01 "EDF" "INTERIEUR PREFECTURE" "26 RUE VICTOR HUGO" "40021" "MONT DE MARSAN" NA "30001640172127" "Jaune_Base_Longue Utilisation" "BT UL" NA "96" "96" "96" "96" NA NA NA NA NA NA NA NA NA NA "90796" "34184" "95497" "38588" NA NA "259065" "NON"
"3470" 1139 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 64" 2015-11-01 "EDF" "INTERIEUR SOUS PREFECTURE DE BAYONNE" "ALLEES MARINES" "64100" "BAYONNE" NA "30001640733040" "Jaune_Base_Longue Utilisation" "BT UL" NA "54" "54" "78" "78" NA NA NA NA NA NA NA NA NA NA "50936" "15455" "57842" "20504" NA NA "144737" "NON"
"3471" 1140 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAQ" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "BOULEVARD DE L ESPERANCE" "40500" "ST SEVER" NA "30001640820237" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "24" "23" "10" "9" NA NA NA "23686" "12105" "7822" "4523" NA NA "48136" "NON"
"3472" 1141 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "INTERIEUR POLICE NATIONALE" "ROUTE DE BEHOBIE" "64700" "HENDAYE" NA "30001640095493" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "84" "84" "84" "84" NA NA NA "43" "27" "45" "30" NA NA NA "36039" "15548" "51695" "22020" NA NA "125302" "NON"
"3473" 1142 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Est" 2015-11-01 "EDF" "HOTEL DE POLICE" "38 RUE DE LA BARMONDIERE" "69400" "VILLEFRANCHE SUR SAONE" NA "30001991324428" "Jaune_Base_Longue Utilisation" "BT UL" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "21922" "9261" "23592" "9882" NA NA "64657" "NON"
"3474" 1143 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGAQ" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE C AFRIQUE NORD 1952 1962" "33460" "MACAU" NA "50061325351500" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "15" "10" "13" "12" NA NA NA "3123" "1659" "11081" "8104" NA NA "23967" "NON"
"3475" 1144 "Ministère de l'Intérieur" "84.11Z" 110014016 "OP/OFII" 2015-11-01 "EDF" "OFII" "275 RUE JULES BARNI" "80000" "AMIENS" NA "30000160891273" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "23" "12" "17" "7" NA NA NA "6660" "2865" "5348" "1577" NA NA "16450" "NON"
"3476" 1145 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Est" 2015-11-01 "EDF" "COMMISSARIAT D OYONNAX" "41 BOULEVARD LOUIS DUPUY" "01100" "OYONNAX" NA "50011397701642" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA "22" "17" "18" "18" NA NA NA "8550" "4558" "30504" "19018" NA NA "62630" "NON"
"3477" 1146 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGHN" 2015-11-01 "EDF" "GENDARMERIE BF HALT DE PLAISANCE" "13 BOULEVARD EMILE DUCHEMIN" "76000" "ROUEN" NA "50025580055987" "Jaune_Base_Longue Utilisation" "BT UL" "42" "42" "42" "42" "42" NA NA "12" "18" "11" "16" "7" NA NA "151" "2951" "1519" "4059" "1689" NA NA "10369" "NON"
"3478" 1147 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPIC" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE DE LA CHAPELLE" "60560" "ORRY LA VILLE" NA "30000169373970" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "15" "10" "14" "10" NA NA NA "8397" "2707" "10130" "5777" NA NA "27011" "NON"
"3479" 1148 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "COMMISSARIAT POLICE NORD" "RUE PAUL VERLAINE" "31200" "TOULOUSE" NA "30002311734230" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "132" "132" "132" "132" NA NA NA NA NA NA NA NA NA NA "34766" "13321" "34773" "8910" NA NA "91770" "NON"
"3480" 1149 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/84" 2015-11-01 "EDF" "GENDARMERIE DE CADENET" "QUARTIER LE SERRE" "84160" "CADENET" NA "50019791293650" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "72" "72" "72" "72" NA NA NA "24" "28" "19" "17" NA NA NA "5975" "3392" "9587" "6089" NA NA "25043" "NON"
"3481" 1150 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLR" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE MARTIN VIVES" "66450" "POLLESTRES" NA "50010998501808" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "19" "18" "23" "26" NA NA NA "5294" "2876" "12622" "10565" NA NA "31357" "NON"
"3482" 1151 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "RUE DU CAPITAINE DELANNEAU" "77720" "MORMANT" NA "50092439762007" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA "8" "6" "9" "7" NA NA NA "2018" "962" "5373" "2104" NA NA "10457" "NON"
"3483" 1152 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGBOUR" 2015-11-01 "EDF" "GENDARMERIE MOBILE DECIZE" "105 AVENUE DE VERDUN" "58300" "DECIZE" NA "30001250472902" "Jaune_Base_Longue Utilisation" "BT UL" NA "66" "66" "66" "66" NA NA NA NA NA NA NA NA NA NA "89510" "41255" "101103" "50994" NA NA "282862" "NON"
"3484" 1153 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 33" 2015-11-01 "EDF" "SOUS PREFECTURE DE LIBOURNE" "8 AVENUE DE VERDUN" "33500" "LIBOURNE" NA "50046998348970" "Jaune_Base_Longue Utilisation" "BT UL" "48" "48" "48" "48" "48" NA NA "18" "24" "11" "17" "9" NA NA "245" "5036" "1767" "7449" "2621" NA NA "17118" "NON"
"3485" 1154 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 21" 2015-11-01 "EDF" "PREFECTURE DE COTE D'OR" "53 RUE DE LA PREFECTURE" "21000" "DIJON" NA "30001220850318" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "120" "120" "120" "120" "120" NA NA "92" "93" "63" "81" "55" NA NA "17321" "89630" "59628" "132438" "76045" NA NA "375062" "NON"
"3486" 1155 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "CHEMIN DU PONT" "95640" "MARINES" NA "50082778526913" "Jaune_Base_Longue Utilisation" "BT UL" NA "60" "60" "60" "60" NA NA NA "15" "13" "16" "15" NA NA NA "4420" "2594" "7839" "5492" NA NA "20345" "NON"
"3487" 1156 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Est" 2015-11-01 "EDF" "COMMISARIAT DE POLICE" "6 AVENUE 44E REGIMENT D INFANTERIE" "39000" "LONS LE SAUNIER" NA "30000651127024" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "26982" "11836" "30142" "13614" NA NA "82574" "NON"
"3488" 1157 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE BOISSY ST LEGER" "RUE JACQUES PREVERT" "94470" "BOISSY ST LEGER" NA "30002231961267" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "49546" "20919" "62123" "27278" NA NA "159866" "NON"
"3489" 1158 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLOR" 2015-11-01 "EDF" "GENDARMERIE DE COMMERCY" "19 RUE DE LA POCHERIE" "55200" "COMMERCY" NA "30000520615870" "Jaune_Base_Longue Utilisation" "BT UL" NA "204" "204" "204" "204" NA NA NA NA NA NA NA NA NA NA "58721" "31258" "32998" "22806" NA NA "145783" "NON"
"3490" 1159 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGHN" 2015-11-01 "EDF" "GENDARMERIE" "RUE DES FRERES MARTIN" "76570" "PAVILLY" NA "50094790105155" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "78" "78" "78" "78" NA NA NA "17" "15" "17" "14" NA NA NA "5038" "3397" "3189" "1933" NA NA "13557" "NON"
"3491" 1160 "Ministère de l'Intérieur" "84.11Z" 110014016 "OP/OFII" 2015-11-01 "EDF" "OFII" "61 BOULEVARD RABATAU" "13295" "MARSEILLE 08" NA "30002510963837" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "19538" "2904" "32648" "4348" NA NA "59438" "NON"
"3492" 1161 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLOR" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "10 RUE GASTON THIEBAUT" "55200" "COMMERCY" NA "30000520498859" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "13816" "4617" "13264" "4543" NA NA "36240" "NON"
"3493" 1162 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 33" 2015-11-01 "EDF" "INTERIEUR SOUS PREFECTURE LESPARRE" "ALLEE DU 8 MAI 1945" "33340" "LESPARRE MEDOC" NA "30001610637597" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA "39" "11" "21" "6" NA NA NA "29005" "4155" "12493" "2442" NA NA "48095" "NON"
"3494" 1163 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "PREFECTURE DE POLICE DE PARIS" "78 RUE BONAPARTE" "75006" "PARIS 06" NA "30000731394951" "Jaune_Base_Longue Utilisation" "BT UL" NA "36" "36" "42" "42" NA NA NA NA NA NA NA NA NA NA "30602" "12810" "36488" "14946" NA NA "94846" "NON"
"3495" 1164 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGFC" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "AVENUE DE LA GARE" "39200" "ST CLAUDE" NA "30000651137587" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "11946" "3813" "13153" "4635" NA NA "33547" "NON"
"3496" 1165 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "STIPS" "162 RUE DE PARIS" "94190" "VILLENEUVE ST GEORGES" NA "30002231191984" "Vert A5_Base_Longue Utilisation" "HTA UL" "40" "40" "40" "40" "40" NA NA "34" "34" "18" "29" "18" NA NA "3638" "43059" "13895" "47504" "26207" NA NA "134303" "NON"
"3497" 1166 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 33" 2015-11-01 "EDF" "INTERIEUR PREFECTURE DE LA GIRONDE" "17 B RUE VITAL CARLES" "33000" "BORDEAUX" NA "30001610538158" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "33780" "14987" "33685" "15137" NA NA "97589" "NON"
"3498" 1167 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "HOTEL DE POLICE" "156 RUE DE PATER" "82000" "MONTAUBAN" NA "30002321385269" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "102" "102" "102" "102" NA NA NA NA NA NA NA NA NA NA "18265" "8389" "7998" "2537" NA NA "37189" "NON"
"3499" 1168 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE" "50 QUAI DE BOSC" "34200" "SETE" NA "30002431341970" "Jaune_Base_Longue Utilisation" "BT UL" NA "36" "36" "66" "66" NA NA NA NA NA NA NA NA NA NA "23634" "9313" "51798" "22462" NA NA "107207" "NON"
"3500" 1169 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 86" 2015-11-01 "EDF" "PREFECTURE DE LA VIENNE" "IMPASSE DES ECOSSAIS" "86000" "POITIERS" NA "30001540683189" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "50" "50" "50" "50" "50" NA NA "50" "51" "21" "45" "20" NA NA "7403" "40227" "17412" "58314" "22305" NA NA "145661" "NON"
"3501" 1170 "Ministère de l'Intérieur" "84.11Z" 110014016 "OP/OFII" 2015-11-01 "EDF" "OFII" "4 RUE JULES FERRY" "34000" "MONTPELLIER" NA "30002431332092" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "120" "120" "120" "120" NA NA NA NA NA NA NA NA NA NA "10836" "2255" "11813" "2260" NA NA "27164" "NON"
"3502" 1171 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGLR" 2015-11-01 "EDF" "GENDARMERIE CASERNE VAUBAN" "AVENUE DU GENERAL DE GAULLE" "34400" "LUNEL" NA "30002431358617" "Jaune_Base_Moyenne Utilisation" "BT UM" "48" "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "41321" "14748" "49450" "17553" NA NA "123072" "NON"
"3503" 1172 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE" "187 AVENUE JACQUES DUCLOS" "83130" "LA GARDE" NA "30002531876567" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "108" "108" "108" "108" NA NA NA NA NA NA NA NA NA NA "29763" "10916" "29127" "11896" NA NA "81702" "NON"
"3504" 1173 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 64" 2015-11-01 "EDF" "INTERIEUR PREFECTURE DES PYRENEES ATLANT" "2 RUE DU MARECHAL JOFFRE" "64000" "PAU" NA "30001650835302" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "160" "185" "185" "185" "185" NA NA "162" "154" "89" "144" "67" NA NA "23619" "120408" "66321" "173798" "76046" NA NA "460192" "NON"
"3505" 1174 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "DGA SGAP COMISSARIAT DE POLICE ( EN COURS DE RACC)" "PLACE DU 19 MARS 1962" "77176" "SAVIGNY LE TEMPLE" NA "30002212110009" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "156" "156" "156" "156" NA NA NA NA NA NA NA NA NA NA "28071" "12261" "35116" "16689" NA NA "92137" "NON"
"3506" 1175 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Est" 2015-11-01 "EDF" "COMMISSARIAT" "47 RUE DE LA CHARITE" "69002" "LYON 02" NA "30001912546740" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "32146" "12552" "35132" "15361" NA NA "95191" "NON"
"3507" 1176 "Ministère de l'Intérieur" "84.11Z" 110014016 "DMAT/Préf 95" 2015-11-01 "EDF" "SOUS PREFECTURE DE SARCELLES" "1 BOULEVARD FRANCOIS MITTERRAND" "95200" "SARCELLES" NA "30002251929980" "Vert A5_Base_Moyenne Utilisation" "HTA UM" "90" "90" "90" "90" "90" NA NA "61" "68" "34" "81" "31" NA NA "12124" "60234" "33186" "92842" "36745" NA NA "235131" "NON"
"3508" 1177 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud-Ouest" 2015-11-01 "EDF" "INTERIEUR HOTEL DE POLICE DAX" "3 RUE DES FUSILLES" "40100" "DAX" NA "30001641261456" "Jaune_Base_Longue Utilisation" "BT UL" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "28431" "12519" "18587" "7517" NA NA "67054" "NON"
"3509" 1178 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Est" 2015-11-01 "EDF" "HOTEL DE POLICE" "36 BOULEVARD FOCH" "57100" "THIONVILLE" NA "30000560464160" "Jaune_Base_Longue Utilisation" "BT UL" "84" "84" "84" "84" "84" NA NA "79" "80" "62" "71" "56" NA NA "11090" "66401" "30008" "91770" "38211" NA NA "237480" "NON"
"3510" 1179 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/84" 2015-11-01 "EDF" "GENDARMERIE NATIONALE" "838 CHEMIN ILE D OISELET" "84700" "SORGUES" NA "30002581295780" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "10332" "3264" "18727" "6682" NA NA "39005" "NON"
"3511" 1180 "Ministère de l'Intérieur" "84.11Z" 110014016 "OP/OFII" 2015-11-01 "EDF" "OFII" "48 RUE DE LA ROQUETTE" "75011" "PARIS 11" NA "30000721135214" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "168" "168" "168" "168" NA NA NA NA NA NA NA NA NA NA "34090" "10754" "23246" "5012" NA NA "73102" "NON"
"3512" 1181 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "HOTEL DE POLICE" "RUE HENRI POINCARE" "83000" "TOULON" NA "30002531706373" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "22855" "5550" "21149" "4558" NA NA "54112" "NON"
"3513" 1182 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGCA/08" 2015-11-01 "EDF" "GENDARMERIE" "QUARTIER SAVARY" "08400" "VOUZIERS" NA "30000420478509" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "144" "144" "144" "144" NA NA NA "37" "31" "111" "106" NA NA NA "55171" "31071" "140100" "52979" NA NA "279321" "NON"
"3514" 1183 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/PP" 2015-11-01 "EDF" "COMMISSARIAT DE POLICE" "26 AVENUE LOUIS BARRAULT" "93600" "AULNAY SOUS BOIS" NA "30002251971620" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "50303" "20960" "51166" "21468" NA NA "143897" "NON"
"3515" 1184 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGPACA/04" 2015-11-01 "EDF" "GROUPEMENT GENDARMERIE DES ALPES DE HAUTE PROVENCE" "LIEU DIT PRE CLOS PREMOREL" "04510" "AIGLUN" NA "30002560686351" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "6967" "2279" "7975" "2935" NA NA "20156" "NON"
"3516" 1185 "Ministère de l'Intérieur" "84.24Z" 110014016 "DGGN/RGIF" 2015-11-01 "EDF" "CASERNE NOUVELLE FRANCE" "82 RUE DU FAUBOURG POISSONNIERE" "75010" "PARIS 10" NA "30000711395390" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "102" "102" "102" "102" NA NA NA NA NA NA NA NA NA NA "25890" "10408" "28565" "11321" NA NA "76184" "NON"
"3517" 1186 "Ministère de l'Intérieur" "84.24Z" 110014016 "PN/SGAMI Sud" 2015-11-01 "EDF" "POSTE DE POLICE DE LA COMEDIE" "30 ALLEE DE LATTRE DE TASSIGNY" "34000" "MONTPELLIER" NA "30002431425123" "Jaune_Base_Moyenne Utilisation" "BT UM" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "22472" "8852" "23596" "7429" NA NA "62349" "NON"
